scenario,planner,total_time_s,max_blackout_s,mean_gap_s,average_silence_age_s,mean_collection_completion_s,meets_90s_budget,mission_feasible,runtime_ms,route
random_136,soft_penalty_w12,1107.058,76.263,44.942,17.151,554.217,1,1,274.448,N04 -> N09 -> N11 -> N02 -> N06 -> N03 -> N14 -> N08 -> N13 -> N07 -> N01 -> N05 -> N10 -> N12
random_136,average_gap,929.795,80.41,32.955,13.416,398.758,1,1,667.146,N07 -> N13 -> N01 -> N06 -> N02 -> N14 -> N09 -> N03 -> N11 -> N04 -> N12 -> N10 -> N05 -> N08
random_136,freshness_focused,950.848,85.742,35.064,14.147,385.236,1,1,694.59,N06 -> N03 -> N01 -> N05 -> N02 -> N14 -> N09 -> N11 -> N13 -> N07 -> N12 -> N10 -> N04 -> N08
random_136,bounded_beta90,929.736,76.263,33.347,12.152,394.56,1,1,1452.728,N04 -> N03 -> N01 -> N06 -> N02 -> N14 -> N09 -> N11 -> N13 -> N10 -> N12 -> N07 -> N05 -> N08
random_137,distance_only,1331.346,123.266,59.242,26.018,700.002,0,1,0.025,N12 -> N14 -> N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N02 -> N03 -> N05 -> N08 -> N06 -> N04
random_137,ordinary_collection,1378.23,124.466,62.303,27.619,632.612,0,1,15.391,N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N03 -> N02 -> N05 -> N08 -> N06 -> N04 -> N14 -> N12
random_137,protocol_aware_time,1130.531,129.84,45.723,21.605,408.66,0,1,249.14,N13 -> N11 -> N03 -> N05 -> N07 -> N09 -> N04 -> N10 -> N06 -> N02 -> N14 -> N01 -> N12 -> N08
random_137,soft_penalty_w12,1148.509,82.33,47.044,16.953,513.501,1,1,428.804,N11 -> N09 -> N07 -> N03 -> N05 -> N02 -> N13 -> N14 -> N12 -> N10 -> N06 -> N01 -> N04 -> N08
random_137,average_gap,1130.123,118.539,45.021,19.848,493.921,0,1,658.767,N11 -> N10 -> N09 -> N07 -> N13 -> N01 -> N04 -> N05 -> N02 -> N03 -> N06 -> N14 -> N12 -> N08
random_137,freshness_focused,1131.333,129.859,45.705,20.13,406.291,0,1,691.592,N10 -> N07 -> N06 -> N05 -> N02 -> N03 -> N04 -> N13 -> N09 -> N11 -> N14 -> N01 -> N12 -> N08
random_137,bounded_beta90,942.353,59.614,32.579,10.379,414.435,1,1,1561.975,N14 -> N01 -> N04 -> N10 -> N09 -> N02 -> N13 -> N05 -> N03 -> N11 -> N06 -> N08 -> N07 -> N12
random_138,distance_only,1730.935,215.732,68.224,38.925,918.834,0,0,0.025,N10 -> N08 -> N05 -> N04 -> N11 -> N02 -> N14 -> N12 -> N03 -> N13 -> N06 -> N07 -> N01 -> N09
random_138,ordinary_collection,1644.098,189.248,64.404,30.523,784.942,0,0,15.51,N10 -> N08 -> N06 -> N13 -> N03 -> N07 -> N01 -> N09 -> N12 -> N14 -> N02 -> N04 -> N05 -> N11
random_138,protocol_aware_time,1174.737,67.826,32.931,9.194,652.613,1,1,322.152,N05 -> N12 -> N13 -> N06 -> N07 -> N03 -> N09 -> N02 -> N01 -> N11 -> N04 -> N10 -> N14 -> N08
random_138,soft_penalty_w12,1233.204,68.201,35.742,10.211,668.539,1,1,292.095,N04 -> N02 -> N01 -> N05 -> N07 -> N09 -> N14 -> N12 -> N06 -> N13 -> N03 -> N08 -> N11 -> N10
random_138,average_gap,1176.805,76.316,30.194,8.424,607.457,1,1,832.045,N13 -> N09 -> N01 -> N07 -> N05 -> N12 -> N04 -> N11 -> N03 -> N02 -> N06 -> N10 -> N14 -> N08
random_138,freshness_focused,1419.648,182.677,47.543,26.218,396.439,0,1,845.615,N11 -> N10 -> N08 -> N06 -> N09 -> N01 -> N07 -> N13 -> N04 -> N12 -> N02 -> N05 -> N14 -> N03
random_138,bounded_beta90,1174.737,67.826,32.931,9.194,652.613,1,1,1936.715,N05 -> N12 -> N13 -> N06 -> N07 -> N03 -> N09 -> N02 -> N01 -> N11 -> N04 -> N10 -> N14 -> N08
random_139,distance_only,1750.542,207.215,67.108,29.572,848.896,0,0,0.025,N10 -> N11 -> N09 -> N08 -> N12 -> N04 -> N03 -> N13 -> N02 -> N01 -> N07 -> N05 -> N06 -> N14
random_139,ordinary_collection,1554.724,125.701,52.75,21.092,1010.645,0,0,9.015,N06 -> N09 -> N08 -> N12 -> N14 -> N03 -> N04 -> N13 -> N02 -> N01 -> N07 -> N05 -> N11 -> N10
random_139,protocol_aware_time,1219.715,73.856,31.325,9.663,453.409,1,1,236.105,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_139,soft_penalty_w12,1263.195,80.781,34.221,10.472,642.815,1,1,245.881,N07 -> N10 -> N06 -> N11 -> N02 -> N04 -> N03 -> N13 -> N12 -> N01 -> N08 -> N05 -> N09 -> N14
random_139,average_gap,1219.977,74.053,31.165,9.723,457.053,1,1,783.351,N11 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N12 -> N09 -> N01 -> N07 -> N14 -> N08
random_139,freshness_focused,1219.715,73.856,31.325,9.663,453.409,1,1,782.513,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_139,bounded_beta90,1219.715,73.856,31.325,9.663,453.409,1,1,1588.3,N12 -> N10 -> N03 -> N04 -> N13 -> N02 -> N05 -> N06 -> N11 -> N09 -> N01 -> N07 -> N14 -> N08
random_140,distance_only,1646.323,209.957,79.823,37.479,933.395,0,0,0.025,N01 -> N05 -> N03 -> N14 -> N04 -> N09 -> N06 -> N11 -> N02 -> N07 -> N10 -> N13 -> N08 -> N12
random_140,ordinary_collection,1661.613,234.893,80.967,40.129,960.804,0,0,26.949,N01 -> N05 -> N03 -> N14 -> N12 -> N10 -> N13 -> N08 -> N11 -> N02 -> N06 -> N09 -> N04 -> N07
random_140,protocol_aware_time,964.831,107.582,32.689,12.751,593.379,0,1,283.477,N04 -> N02 -> N12 -> N10 -> N03 -> N11 -> N08 -> N13 -> N01 -> N06 -> N14 -> N09 -> N07 -> N05
random_140,soft_penalty_w12,922.265,52.447,31.028,9.844,567.732,1,1,471.449,N04 -> N01 -> N12 -> N13 -> N08 -> N11 -> N10 -> N02 -> N07 -> N06 -> N03 -> N14 -> N05 -> N09
random_140,average_gap,964.831,107.582,32.689,12.751,593.379,0,1,772.77,N04 -> N02 -> N12 -> N10 -> N03 -> N11 -> N08 -> N13 -> N01 -> N06 -> N14 -> N09 -> N07 -> N05
random_140,freshness_focused,900.938,62.204,29.994,10.165,473.169,1,1,856.155,N04 -> N01 -> N05 -> N07 -> N03 -> N13 -> N06 -> N11 -> N02 -> N08 -> N14 -> N09 -> N10 -> N12
random_140,bounded_beta90,966.128,85.783,33.952,11.684,537.804,1,1,1867.698,N04 -> N01 -> N09 -> N03 -> N11 -> N06 -> N07 -> N12 -> N14 -> N08 -> N02 -> N13 -> N10 -> N05
random_141,distance_only,1420.538,167.582,63.512,34.444,717.382,0,1,0.024,N06 -> N14 -> N10 -> N03 -> N07 -> N13 -> N05 -> N09 -> N01 -> N04 -> N11 -> N12 -> N08 -> N02
random_141,ordinary_collection,1558.57,199.801,72.65,37.523,651.941,0,0,18.791,N06 -> N11 -> N12 -> N08 -> N02 -> N05 -> N13 -> N09 -> N04 -> N01 -> N07 -> N03 -> N10 -> N14
random_141,protocol_aware_time,1019.131,100.892,36.355,14.163,524.036,0,1,308.489,N06 -> N13 -> N11 -> N05 -> N08 -> N12 -> N01 -> N03 -> N10 -> N09 -> N07 -> N02 -> N14 -> N04
random_141,soft_penalty_w12,1033.838,88.341,36.457,16.399,583.9,1,1,264.209,N09 -> N01 -> N11 -> N04 -> N10 -> N08 -> N12 -> N05 -> N07 -> N13 -> N03 -> N02 -> N14 -> N06
random_141,average_gap,1018.962,88.341,34.98,13.814,515.417,1,1,875.792,N09 -> N07 -> N13 -> N05 -> N08 -> N12 -> N01 -> N11 -> N06 -> N10 -> N03 -> N02 -> N14 -> N04
random_141,freshness_focused,1234.614,220.484,51.025,32.547,491.367,0,1,880.098,N06 -> N04 -> N13 -> N09 -> N08 -> N03 -> N11 -> N12 -> N01 -> N05 -> N07 -> N02 -> N14 -> N10
random_141,bounded_beta90,1019.234,75.71,35.05,12.917,519.417,1,1,1869.549,N06 -> N11 -> N07 -> N09 -> N08 -> N12 -> N01 -> N13 -> N10 -> N05 -> N03 -> N02 -> N14 -> N04
random_142,distance_only,1652.907,195.583,77.523,35.152,896.616,0,0,0.025,N01 -> N08 -> N07 -> N10 -> N02 -> N13 -> N04 -> N09 -> N11 -> N03 -> N12 -> N06 -> N14 -> N05
random_142,ordinary_collection,1195.718,85.653,46.447,17.019,658.348,1,1,10.379,N07 -> N05 -> N14 -> N03 -> N12 -> N06 -> N11 -> N09 -> N04 -> N13 -> N02 -> N10 -> N08 -> N01
random_142,protocol_aware_time,1136.304,97.703,41.004,16.264,454.707,0,1,338.59,N01 -> N02 -> N06 -> N12 -> N03 -> N09 -> N11 -> N14 -> N10 -> N08 -> N05 -> N04 -> N13 -> N07
random_142,soft_penalty_w12,1043.143,78.198,36.546,13.023,537.53,1,1,356.48,N11 -> N05 -> N01 -> N10 -> N02 -> N07 -> N04 -> N13 -> N14 -> N12 -> N03 -> N06 -> N08 -> N09
random_142,average_gap,1136.304,97.703,41.004,16.264,454.707,0,1,734.281,N01 -> N02 -> N06 -> N12 -> N03 -> N09 -> N11 -> N14 -> N10 -> N08 -> N05 -> N04 -> N13 -> N07
random_142,freshness_focused,1144.357,151.104,41.677,20.668,448.616,0,1,779.828,N01 -> N02 -> N06 -> N12 -> N03 -> N09 -> N11 -> N13 -> N10 -> N08 -> N05 -> N04 -> N14 -> N07
random_142,bounded_beta90,980.655,61.073,31.028,9.248,439.809,1,1,1689.014,N07 -> N08 -> N02 -> N01 -> N14 -> N10 -> N13 -> N11 -> N09 -> N12 -> N03 -> N06 -> N04 -> N05
random_143,distance_only,1654.701,192.005,62.568,26.245,777.434,0,0,0.025,N02 -> N04 -> N10 -> N12 -> N01 -> N08 -> N09 -> N07 -> N05 -> N11 -> N06 -> N03 -> N14 -> N13
random_143,ordinary_collection,1577.752,202.127,56.376,28.249,805.751,0,0,14.032,N02 -> N05 -> N07 -> N11 -> N13 -> N06 -> N03 -> N14 -> N09 -> N08 -> N01 -> N12 -> N10 -> N04
random_143,protocol_aware_time,1224.671,71.732,31.308,8.269,530.184,1,1,328.145,N02 -> N14 -> N03 -> N09 -> N07 -> N13 -> N11 -> N01 -> N05 -> N12 -> N10 -> N06 -> N08 -> N04
random_143,soft_penalty_w12,1259.828,74.368,33.554,8.86,647.33,1,1,358.711,N05 -> N12 -> N01 -> N09 -> N13 -> N10 -> N04 -> N07 -> N11 -> N03 -> N06 -> N08 -> N14 -> N02
random_143,average_gap,1224.681,80.125,31.125,8.296,535.648,1,1,837.944,N03 -> N07 -> N02 -> N14 -> N09 -> N13 -> N11 -> N01 -> N05 -> N12 -> N10 -> N06 -> N08 -> N04
random_143,freshness_focused,1503.514,193.201,49.747,21.7,481.499,0,0,940.576,N02 -> N14 -> N11 -> N09 -> N01 -> N07 -> N03 -> N05 -> N04 -> N10 -> N12 -> N08 -> N13 -> N06
random_143,bounded_beta90,1205.305,63.576,29.603,7.502,628.989,1,1,1944.723,N02 -> N12 -> N10 -> N04 -> N06 -> N13 -> N07 -> N03 -> N09 -> N14 -> N11 -> N01 -> N05 -> N08
random_144,distance_only,1170.9,142.943,43.917,20.539,470.653,0,1,0.024,N01 -> N06 -> N02 -> N11 -> N07 -> N09 -> N08 -> N13 -> N10 -> N14 -> N04 -> N05 -> N12 -> N03
random_144,ordinary_collection,1314.51,214.943,53.508,32.11,699.865,0,1,21.673,N01 -> N13 -> N08 -> N09 -> N07 -> N11 -> N10 -> N12 -> N03 -> N05 -> N04 -> N14 -> N02 -> N06
random_144,protocol_aware_time,927.968,74.113,26.363,8.869,287.319,1,1,256.042,N01 -> N09 -> N08 -> N07 -> N10 -> N04 -> N05 -> N14 -> N12 -> N02 -> N06 -> N03 -> N11 -> N13
random_144,soft_penalty_w12,927.968,74.113,26.363,8.869,287.319,1,1,226.103,N01 -> N09 -> N08 -> N07 -> N10 -> N04 -> N05 -> N14 -> N12 -> N02 -> N06 -> N03 -> N11 -> N13
random_144,average_gap,920.984,68.278,25.96,8.49,604.9,1,1,733.451,N08 -> N07 -> N03 -> N11 -> N12 -> N10 -> N02 -> N13 -> N05 -> N14 -> N04 -> N09 -> N01 -> N06
random_144,freshness_focused,940.51,68.012,27.422,9.868,252.194,1,1,716.168,N01 -> N09 -> N08 -> N07 -> N10 -> N05 -> N04 -> N14 -> N12 -> N02 -> N06 -> N13 -> N11 -> N03
random_144,bounded_beta90,871.464,56.837,22.61,6.817,327.461,1,1,1558.927,N02 -> N06 -> N13 -> N01 -> N12 -> N10 -> N14 -> N04 -> N05 -> N09 -> N08 -> N03 -> N11 -> N07
random_145,distance_only,1422.777,135.336,58.544,24.05,785.422,0,1,0.027,N03 -> N14 -> N08 -> N09 -> N02 -> N04 -> N12 -> N01 -> N13 -> N07 -> N10 -> N06 -> N05 -> N11
random_145,ordinary_collection,1601.38,124.655,67.98,25.796,724.71,0,0,10.852,N03 -> N14 -> N05 -> N11 -> N06 -> N10 -> N07 -> N13 -> N12 -> N01 -> N04 -> N02 -> N09 -> N08
random_145,protocol_aware_time,1037.663,72.28,31.728,10.912,375.903,1,1,248.085,N14 -> N08 -> N03 -> N10 -> N06 -> N07 -> N02 -> N13 -> N12 -> N09 -> N01 -> N04 -> N05 -> N11
random_145,soft_penalty_w12,1037.663,72.28,31.728,10.912,375.903,1,1,249.58,N14 -> N08 -> N03 -> N10 -> N06 -> N07 -> N02 -> N13 -> N12 -> N09 -> N01 -> N04 -> N05 -> N11
random_145,average_gap,1037.663,72.28,31.728,10.912,375.903,1,1,655.359,N14 -> N08 -> N03 -> N10 -> N06 -> N07 -> N02 -> N13 -> N12 -> N09 -> N01 -> N04 -> N05 -> N11
random_145,freshness_focused,1156.711,89.634,38.35,13.061,325.023,1,1,688.683,N14 -> N03 -> N08 -> N10 -> N06 -> N11 -> N02 -> N13 -> N12 -> N09 -> N01 -> N07 -> N05 -> N04
random_145,bounded_beta90,1037.663,72.28,31.728,10.912,375.903,1,1,1542.229,N14 -> N08 -> N03 -> N10 -> N06 -> N07 -> N02 -> N13 -> N12 -> N09 -> N01 -> N04 -> N05 -> N11
random_146,distance_only,1244.528,150.884,51.919,23.47,737.878,0,1,0.026,N07 -> N02 -> N08 -> N03 -> N01 -> N11 -> N06 -> N10 -> N05 -> N12 -> N09 -> N04 -> N13 -> N14
random_146,ordinary_collection,1201.176,150.884,48.914,23.419,766.692,0,1,15.599,N07 -> N02 -> N08 -> N05 -> N12 -> N09 -> N04 -> N13 -> N14 -> N10 -> N06 -> N11 -> N01 -> N03
random_146,protocol_aware_time,940.97,81.902,31.552,12.25,599.197,1,1,205.942,N03 -> N02 -> N14 -> N12 -> N13 -> N04 -> N01 -> N07 -> N05 -> N06 -> N09 -> N10 -> N08 -> N11
random_146,soft_penalty_w12,910.154,62.823,28.517,10.282,464.312,1,1,349.417,N06 -> N10 -> N04 -> N11 -> N14 -> N13 -> N02 -> N05 -> N09 -> N12 -> N07 -> N01 -> N03 -> N08
random_146,average_gap,931.096,97.799,29.274,11.447,609.916,0,1,558.546,N04 -> N02 -> N01 -> N12 -> N13 -> N03 -> N14 -> N07 -> N11 -> N06 -> N09 -> N10 -> N08 -> N05
random_146,freshness_focused,805.355,61.024,22.658,7.737,396.24,1,1,560.891,N05 -> N09 -> N12 -> N14 -> N13 -> N04 -> N03 -> N07 -> N01 -> N11 -> N06 -> N10 -> N02 -> N08
random_146,bounded_beta90,940.97,81.902,31.552,12.25,599.197,1,1,1579.355,N03 -> N02 -> N14 -> N12 -> N13 -> N04 -> N01 -> N07 -> N05 -> N06 -> N09 -> N10 -> N08 -> N11
random_147,distance_only,1289.902,147.581,62.857,28.888,693.667,0,1,0.025,N10 -> N05 -> N06 -> N02 -> N03 -> N14 -> N08 -> N13 -> N11 -> N07 -> N12 -> N09 -> N01 -> N04
random_147,ordinary_collection,1262.664,105.9,60.53,26.33,726.747,0,1,13.831,N10 -> N05 -> N06 -> N07 -> N11 -> N08 -> N13 -> N14 -> N03 -> N02 -> N04 -> N01 -> N12 -> N09
random_147,protocol_aware_time,847.412,69.455,33.234,11.752,445.974,1,1,295.42,N11 -> N07 -> N01 -> N14 -> N03 -> N13 -> N08 -> N06 -> N02 -> N04 -> N12 -> N09 -> N10 -> N05
random_147,soft_penalty_w12,790.87,54.998,28.014,9.248,434.462,1,1,225.154,N06 -> N05 -> N02 -> N07 -> N04 -> N13 -> N08 -> N03 -> N11 -> N14 -> N01 -> N10 -> N09 -> N12
random_147,average_gap,847.323,87.03,31.841,12.614,500.715,1,1,749.694,N06 -> N03 -> N14 -> N11 -> N09 -> N08 -> N07 -> N13 -> N02 -> N04 -> N12 -> N01 -> N10 -> N05
random_147,freshness_focused,847.89,118.291,33.197,15.951,402.234,0,1,694.65,N09 -> N12 -> N01 -> N04 -> N03 -> N02 -> N06 -> N08 -> N14 -> N13 -> N07 -> N11 -> N10 -> N05
random_147,bounded_beta90,799.256,49.423,28.573,9.082,414.541,1,1,1623.895,N06 -> N05 -> N11 -> N03 -> N14 -> N02 -> N07 -> N01 -> N12 -> N04 -> N13 -> N08 -> N09 -> N10
random_148,distance_only,2196.489,190.264,88.786,34.436,1020.6,0,0,0.026,N14 -> N04 -> N02 -> N03 -> N11 -> N13 -> N01 -> N07 -> N09 -> N06 -> N08 -> N10 -> N12 -> N05
random_148,ordinary_collection,1884.984,188.664,68.185,29.013,955.578,0,0,19.622,N14 -> N04 -> N02 -> N10 -> N08 -> N06 -> N09 -> N07 -> N12 -> N05 -> N01 -> N13 -> N03 -> N11
random_148,protocol_aware_time,1415.417,102.289,35.87,10.262,740.706,0,1,504.482,N09 -> N11 -> N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N05 -> N08 -> N04 -> N02 -> N14 -> N10
random_148,soft_penalty_w12,1430.149,79.804,37.155,9.061,810.763,1,1,368.27,N05 -> N09 -> N02 -> N08 -> N13 -> N07 -> N06 -> N03 -> N12 -> N10 -> N01 -> N11 -> N14 -> N04
random_148,average_gap,1415.417,85.585,35.759,9.236,731.54,1,1,1033.603,N11 -> N09 -> N13 -> N01 -> N07 -> N06 -> N03 -> N12 -> N05 -> N08 -> N04 -> N02 -> N14 -> N10
random_148,freshness_focused,1728.029,189.219,56.75,24.683,622.638,0,0,1161.531,N11 -> N02 -> N14 -> N06 -> N03 -> N09 -> N08 -> N12 -> N07 -> N05 -> N01 -> N13 -> N10 -> N04
random_148,bounded_beta90,1415.412,57.238,36.785,8.257,745.754,1,1,2397.801,N11 -> N01 -> N12 -> N05 -> N09 -> N06 -> N03 -> N13 -> N07 -> N08 -> N04 -> N02 -> N14 -> N10
random_149,distance_only,1449.58,96.951,59.565,21.02,736.532,0,1,0.025,N03 -> N07 -> N05 -> N02 -> N04 -> N12 -> N06 -> N11 -> N14 -> N01 -> N13 -> N08 -> N10 -> N09
random_149,ordinary_collection,1633.267,206.591,71.739,39.276,852.04,0,0,14.692,N01 -> N13 -> N10 -> N08 -> N14 -> N06 -> N11 -> N12 -> N09 -> N04 -> N02 -> N05 -> N07 -> N03
random_149,protocol_aware_time,1090.081,102.239,35.285,13.655,601.101,0,1,258.746,N02 -> N05 -> N01 -> N07 -> N04 -> N12 -> N06 -> N11 -> N09 -> N13 -> N10 -> N08 -> N03 -> N14
random_149,soft_penalty_w12,1153.932,86.372,38.426,14.038,606.379,1,1,296.423,N02 -> N05 -> N14 -> N07 -> N04 -> N12 -> N06 -> N11 -> N09 -> N01 -> N03 -> N08 -> N13 -> N10
random_149,average_gap,1090.081,102.239,35.285,13.655,601.101,0,1,663.655,N02 -> N05 -> N01 -> N07 -> N04 -> N12 -> N06 -> N11 -> N09 -> N13 -> N10 -> N08 -> N03 -> N14
random_149,freshness_focused,1352.676,133.446,52.829,23.105,539.428,0,1,653.451,N05 -> N07 -> N04 -> N13 -> N10 -> N12 -> N06 -> N11 -> N03 -> N01 -> N14 -> N08 -> N02 -> N09
random_149,bounded_beta90,1127.475,65.374,37.269,11.585,597.173,1,1,1506.384,N02 -> N14 -> N07 -> N09 -> N04 -> N12 -> N06 -> N11 -> N10 -> N01 -> N13 -> N08 -> N03 -> N05
random_150,distance_only,2623.403,213.93,101.106,43.894,1484.465,0,0,0.025,N11 -> N12 -> N13 -> N04 -> N05 -> N08 -> N06 -> N07 -> N14 -> N10 -> N09 -> N03 -> N02 -> N01
random_150,ordinary_collection,2397.924,203.501,87.866,33.087,1206.388,0,0,17.181,N11 -> N03 -> N10 -> N14 -> N07 -> N09 -> N06 -> N05 -> N08 -> N01 -> N02 -> N04 -> N13 -> N12
random_150,protocol_aware_time,1626.68,63.527,33.079,6.999,646.827,1,0,162.766,N12 -> N05 -> N01 -> N07 -> N14 -> N03 -> N06 -> N13 -> N11 -> N08 -> N10 -> N09 -> N04 -> N02
random_150,soft_penalty_w12,1626.68,63.527,33.079,6.999,646.827,1,0,135.829,N12 -> N05 -> N01 -> N07 -> N14 -> N03 -> N06 -> N13 -> N11 -> N08 -> N10 -> N09 -> N04 -> N02
random_150,average_gap,1626.68,63.527,33.079,6.999,646.827,1,0,450.944,N12 -> N05 -> N01 -> N07 -> N14 -> N03 -> N06 -> N13 -> N11 -> N08 -> N10 -> N09 -> N04 -> N02
random_150,freshness_focused,1626.68,63.527,33.079,6.999,646.827,1,0,465.693,N12 -> N05 -> N01 -> N07 -> N14 -> N03 -> N06 -> N13 -> N11 -> N08 -> N10 -> N09 -> N04 -> N02
random_150,bounded_beta90,1626.68,63.527,33.079,6.999,646.827,1,0,1103.627,N12 -> N05 -> N01 -> N07 -> N14 -> N03 -> N06 -> N13 -> N11 -> N08 -> N10 -> N09 -> N04 -> N02
